Freq.	V(10)/V(11)
4.07380277804108e+003	(3.12012460189574e+001dB,1.76465225855515e+002°)
4.16869383470331e+003	(3.12004619968856e+001dB,1.76382473834566e+002°)
4.26579518801588e+003	(3.11996411756830e+001dB,1.76297824313645e+002°)
4.36515832240161e+003	(3.11987818356750e+001dB,1.76211233873414e+002°)
4.46683592150958e+003	(3.11978821775356e+001dB,1.76122658169155e+002°)
4.57088189614870e+003	(3.11969403186670e+001dB,1.76032051914567e+002°)
4.67735141287193e+003	(3.11959542894217e+001dB,1.75939368865564e+002°)
4.78630092322633e+003	(3.11949220291592e+001dB,1.75844561804125e+002°)
4.89778819368441e+003	(3.11938413821333e+001dB,1.75747582522197e+002°)
5.01187233627267e+003	(3.11927100932015e+001dB,1.75648381805698e+002°)
5.12861383991359e+003	(3.11915258033502e+001dB,1.75546909418651e+002°)
5.24807460249767e+003	(3.11902860450296e+001dB,1.75443114087479e+002°)
5.37031796370247e+003	(3.11889882372894e+001dB,1.75336943485515e+002°)
5.49540873857618e+003	(3.11876296807097e+001dB,1.75228344217749e+002°)
5.62341325190343e+003	(3.11862075521190e+001dB,1.75117261805876e+002°)
5.75439937337150e+003	(3.11847188990907e+001dB,1.75003640673689e+002°)
5.88843655355582e+003	(3.11831606342129e+001dB,1.74887424132865e+002°)
6.02559586074351e+003	(3.11815295291197e+001dB,1.74768554369210e+002°)
6.16595001861475e+003	(3.11798222082807e+001dB,1.74646972429421e+002°)
6.30957344480186e+003	(3.11780351425361e+001dB,1.74522618208427e+002°)
6.45654229034648e+003	(3.11761646423728e+001dB,1.74395430437394e+002°)
6.60693448007588e+003	(3.11742068509307e+001dB,1.74265346672452e+002°)
6.76082975391974e+003	(3.11721577367329e+001dB,1.74132303284241e+002°)
6.91830970918928e+003	(3.11700130861302e+001dB,1.73996235448359e+002°)
7.07945784384129e+003	(3.11677684954526e+001dB,1.73857077136801e+002°)
7.24435960074981e+003	(3.11654193628590e+001dB,1.73714761110494e+002°)
7.41310241300908e+003	(3.11629608798775e+001dB,1.73569218913038e+002°)
7.58577575029174e+003	(3.11603880226289e+001dB,1.73420380865753e+002°)
7.76247116628682e+003	(3.11576955427247e+001dB,1.73268176064173e+002°)
7.94328234724272e+003	(3.11548779578333e+001dB,1.73112532376096e+002°)
8.12830516164089e+003	(3.11519295419069e+001dB,1.72953376441342e+002°)
8.31763771102661e+003	(3.11488443150627e+001dB,1.72790633673354e+002°)
8.51138038202366e+003	(3.11456160331127e+001dB,1.72624228262803e+002°)
8.70963589956070e+003	(3.11422381767353e+001dB,1.72454083183354e+002°)
8.91250938133734e+003	(3.11387039402864e+001dB,1.72280120199774e+002°)
9.12010839355898e+003	(3.11350062202429e+001dB,1.72102259878551e+002°)
9.33254300796979e+003	(3.11311376032782e+001dB,1.71920421601234e+002°)
9.54992586021424e+003	(3.11270903539658e+001dB,1.71734523580677e+002°)
9.77237220955798e+003	(3.11228564021109e+001dB,1.71544482880420e+002°)
9.99999999999987e+003	(3.11184273297101e+001dB,1.71350215437416e+002°)
1.02329299228074e+004	(3.11137943575415e+001dB,1.71151636088349e+002°)
1.04712854805089e+004	(3.11089483313868e+001dB,1.70948658599785e+002°)
1.07151930523759e+004	(3.11038797078939e+001dB,1.70741195702420e+002°)
1.09647819614317e+004	(3.10985785400833e+001dB,1.70529159129684e+002°)
1.12201845430195e+004	(3.10930344625110e+001dB,1.70312459660997e+002°)
1.14815362149687e+004	(3.10872366760975e+001dB,1.70091007169954e+002°)
1.17489755493951e+004	(3.10811739326389e+001dB,1.69864710677763e+002°)
1.20226443461740e+004	(3.10748345190158e+001dB,1.69633478412223e+002°)
1.23026877081237e+004	(3.10682062411221e+001dB,1.69397217872601e+002°)
1.25892541179415e+004	(3.10612764075369e+001dB,1.69155835900708e+002°)
1.28824955169312e+004	(3.10540318129667e+001dB,1.68909238758554e+002°)
1.31825673855639e+004	(3.10464587214904e+001dB,1.68657332212903e+002°)
1.34896288259164e+004	(3.10385428496425e+001dB,1.68400021627113e+002°)
1.38038426460287e+004	(3.10302693493753e+001dB,1.68137212060613e+002°)
1.41253754462274e+004	(3.10216227909458e+001dB,1.67868808376399e+002°)
1.44543977074591e+004	(3.10125871457775e+001dB,1.67594715356908e+002°)
1.47910838816819e+004	(3.10031457693548e+001dB,1.67314837828668e+002°)
1.51356124843619e+004	(3.09932813842116e+001dB,1.67029080796076e+002°)
1.54881661891246e+004	(3.09829760630829e+001dB,1.66737349584690e+002°)
1.58489319246109e+004	(3.09722112122953e+001dB,1.66439549994393e+002°)
1.62181009735891e+004	(3.09609675554793e+001dB,1.66135588462776e+002°)
1.65958690743754e+004	(3.09492251176914e+001dB,1.65825372239099e+002°)
1.69824365246172e+004	(3.09369632100459e+001dB,1.65508809569131e+002°)
1.73780082874935e+004	(3.09241604149590e+001dB,1.65185809891185e+002°)
1.77827941003890e+004	(3.09107945721201e+001dB,1.64856284043618e+002°)
1.81970085860996e+004	(3.08968427653114e+001dB,1.64520144484036e+002°)
1.86208713666284e+004	(3.08822813102055e+001dB,1.64177305520406e+002°)
1.90546071796322e+004	(3.08670857432784e+001dB,1.63827683554244e+002°)
1.94984459975802e+004	(3.08512308119868e+001dB,1.63471197335985e+002°)
1.99526231496885e+004	(3.08346904663623e+001dB,1.63107768232581e+002°)
2.04173794466950e+004	(3.08174378521877e+001dB,1.62737320507328e+002°)
2.08929613085401e+004	(3.07994453059250e+001dB,1.62359781611824e+002°)
2.13796208950220e+004	(3.07806843515743e+001dB,1.61975082489904e+002°)
2.18776162394952e+004	(3.07611256996500e+001dB,1.61583157893293e+002°)
2.23872113856831e+004	(3.07407392484640e+001dB,1.61183946708630e+002°)
2.29086765276774e+004	(3.07194940879155e+001dB,1.60777392295393e+002°)
2.34422881531989e+004	(3.06973585059865e+001dB,1.60363442834177e+002°)
2.39883291901946e+004	(3.06742999981501e+001dB,1.59942051684611e+002°)
2.45470891568500e+004	(3.06502852798963e+001dB,1.59513177752090e+002°)
2.51188643150954e+004	(3.06252803025837e+001dB,1.59076785862373e+002°)
2.57039578276883e+004	(3.05992502728203e+001dB,1.58632847142914e+002°)
2.63026799189534e+004	(3.05721596755775e+001dB,1.58181339409676e+002°)
2.69153480392688e+004	(3.05439723012310e+001dB,1.57722247558002e+002°)
2.75422870333813e+004	(3.05146512767168e+001dB,1.57255563955944e+002°)
2.81838293126441e+004	(3.04841591009800e+001dB,1.56781288838322e+002°)
2.88403150312656e+004	(3.04524576848771e+001dB,1.56299430699560e+002°)
2.95120922666634e+004	(3.04195083956800e+001dB,1.55810006683237e+002°)
3.01995172040197e+004	(3.03852721063072e+001dB,1.55313042966081e+002°)
3.09029543251354e+004	(3.03497092493841e+001dB,1.54808575133999e+002°)
3.16227766016833e+004	(3.03127798762113e+001dB,1.54296648547576e+002°)
3.23593656929623e+004	(3.02744437206843e+001dB,1.53777318694328e+002°)
3.31131121482586e+004	(3.02346602681803e+001dB,1.53250651524874e+002°)
3.38844156139197e+004	(3.01933888293865e+001dB,1.52716723770066e+002°)
3.46736850452526e+004	(3.01505886190063e+001dB,1.52175623236042e+002°)
3.54813389233570e+004	(3.01062188392374e+001dB,1.51627449074076e+002°)
3.63078054770096e+004	(3.00602387678674e+001dB,1.51072312022065e+002°)
3.71535229097167e+004	(3.00126078507873e+001dB,1.50510334614477e+002°)
3.80189396320555e+004	(2.99632857986704e+001dB,1.49941651357607e+002°)
3.89045144994275e+004	(2.99122326875129e+001dB,1.49366408867021e+002°)
3.98107170553491e+004	(2.98594090626814e+001dB,1.48784765964194e+002°)
4.07380277804107e+004	(2.98047760460569e+001dB,1.48196893729441e+002°)
4.16869383470329e+004	(2.97482954458139e+001dB,1.47602975508448e+002°)
4.26579518801586e+004	(2.96899298683210e+001dB,1.47003206869901e+002°)
4.36515832240159e+004	(2.96296428316013e+001dB,1.46397795511986e+002°)
4.46683592150956e+004	(2.95673988797436e+001dB,1.45786961115829e+002°)
4.57088189614868e+004	(2.95031636976121e+001dB,1.45170935144298e+002°)
4.67735141287191e+004	(2.94369042251675e+001dB,1.44549960584964e+002°)
4.78630092322631e+004	(2.93685887706780e+001dB,1.43924291636441e+002°)
4.89778819368439e+004	(2.92981871220738e+001dB,1.43294193337800e+002°)
5.01187233627264e+004	(2.92256706556808e+001dB,1.42659941141193e+002°)
5.12861383991357e+004	(2.91510124415596e+001dB,1.42021820428380e+002°)
5.24807460249764e+004	(2.90741873446742e+001dB,1.41380125972336e+002°)
5.37031796370244e+004	(2.89951721211206e+001dB,1.40735161345662e+002°)
5.49540873857616e+004	(2.89139455086662e+001dB,1.40087238278060e+002°)
5.62341325190340e+004	(2.88304883108746e+001dB,1.39436675965645e+002°)
5.75439937337148e+004	(2.87447834741268e+001dB,1.38783800335400e+002°)
5.88843655355580e+004	(2.86568161568979e+001dB,1.38128943268551e+002°)
6.02559586074348e+004	(2.85665737906990e+001dB,1.37472441787103e+002°)
6.16595001861472e+004	(2.84740461321612e+001dB,1.36814637208191e+002°)
6.30957344480183e+004	(2.83792253058063e+001dB,1.36155874271292e+002°)
6.45654229034645e+004	(2.82821058371263e+001dB,1.35496500243612e+002°)
6.60693448007586e+004	(2.81826846756802e+001dB,1.34836864009290e+002°)
6.76082975391971e+004	(2.80809612079980e+001dB,1.34177315148182e+002°)
6.91830970918925e+004	(2.79769372601799e+001dB,1.33518203010163e+002°)
7.07945784384127e+004	(2.78706170901645e+001dB,1.32859875790910e+002°)
7.24435960074979e+004	(2.77620073697365e+001dB,1.32202679615137e+002°)
7.41310241300906e+004	(2.76511171564356e+001dB,1.31546957633126e+002°)
7.58577575029172e+004	(2.75379578556159e+001dB,1.30893049136289e+002°)
7.76247116628679e+004	(2.74225431729932e+001dB,1.30241288697218e+002°)
7.94328234724269e+004	(2.73048890580951e+001dB,1.29592005339434e+002°)
8.12830516164086e+004	(2.71850136391051e+001dB,1.28945521741690e+002°)
8.31763771102658e+004	(2.70629371496587e+001dB,1.28302153481260e+002°)
8.51138038202363e+004	(2.69386818482066e+001dB,1.27662208320266e+002°)
8.70963589956067e+004	(2.68122719306120e+001dB,1.27025985538553e+002°)
8.91250938133731e+004	(2.66837334366904e+001dB,1.26393775316179e+002°)
9.12010839355895e+004	(2.65530941514291e+001dB,1.25765858168032e+002°)
9.33254300796976e+004	(2.64203835016490e+001dB,1.25142504432557e+002°)
9.54992586021420e+004	(2.62856324488800e+001dB,1.24523973816069e+002°)
9.77237220955795e+004	(2.61488733792282e+001dB,1.23910514993562e+002°)
1.00000000000000e+005	(2.60101399910037e+001dB,1.23302365266444e+002°)
